cruiser-cap-000,0,0,55,30
cruiser-big-004,0,30,42,11
cruiser-big-012,0,41,42,11
cruiser-big-003,0,52,39,24
cruiser-big-005,55,0,39,24
cruiser-big-011,55,24,39,24
cruiser-big-013,55,48,39,23
cruiser-icons-001,0,76,17,38
saturn-big-024,17,76,37,28
cruiser-big-008,54,76,13,36
cruiser-big-000,67,76,13,35
cruiser-big-001,94,0,24,35
cruiser-big-007,0,114,25,35
cruiser-big-009,94,35,24,35
cruiser-big-015,94,70,24,35
saturn-big-023,25,114,35,29
cruiser-big-002,60,114,32,29
cruiser-big-006,118,0,32,30
cruiser-big-010,118,30,32,30
cruiser-big-014,118,60,32,30
cruiser-meleeicons-000,80,76,13,32
saturn-big-022,118,90,31,27
saturn-big-021,118,117,29,25
cruiser-cap-013,92,114,16,28
cruiser-cap-014,0,149,16,28
saturn-big-020,16,149,26,22
saturn-big-004,67,111,24,3
saturn-big-012,55,71,24,3
saturn-big-019,42,149,23,21
cruiser-cap-001,65,149,22,14
cruiser-cap-002,65,163,22,14
cruiser-cap-003,87,163,22,14
cruiser-cap-004,109,163,22,14
cruiser-cap-005,87,149,22,14
saturn-big-000,147,117,3,22
saturn-big-003,87,163,22,12
saturn-big-005,109,163,22,12
saturn-big-008,108,114,3,22
saturn-big-011,109,149,22,12
saturn-big-013,109,161,22,12
cruiser-med-003,150,0,21,13
cruiser-med-004,25,143,21,6
cruiser-med-005,150,13,21,13
cruiser-med-011,150,26,21,13
cruiser-med-012,60,143,21,6
cruiser-med-013,150,39,21,13
saturn-big-018,150,52,21,19
saturn-big-001,39,52,11,20
saturn-big-007,131,149,11,20
saturn-big-009,150,71,11,20
saturn-big-015,150,91,11,20
cruiser-cap-009,150,111,11,19
cruiser-cap-010,150,130,11,19
cruiser-cap-011,150,149,11,19
cruiser-med-000,111,114,6,19
cruiser-med-001,171,0,13,19
cruiser-med-007,171,19,13,19
cruiser-med-008,142,149,6,19
cruiser-med-009,171,38,13,19
cruiser-med-015,171,57,13,19
saturn-big-017,0,177,19,17
saturn-big-002,184,0,17,18
saturn-big-006,184,18,17,18
saturn-big-010,184,36,17,18
saturn-big-014,184,54,17,18
cruiser-med-002,19,177,17,17
cruiser-med-006,184,72,17,17
cruiser-med-010,36,177,17,17
cruiser-med-014,184,89,17,17
saturn-big-016,131,161,17,15
saturn-med-023,131,163,17,14
saturn-med-024,131,163,17,14
cruiser-cap-012,17,104,16,10
cruiser-icons-000,53,177,16,16
saturn-med-022,184,106,16,13
saturn-med-004,54,112,14,2
saturn-med-012,55,74,14,2
saturn-med-021,69,177,14,13
saturn-med-000,148,149,2,13
saturn-med-003,118,142,13,7
saturn-med-005,92,142,13,7
saturn-med-008,148,161,2,13
saturn-med-011,42,170,13,7
saturn-med-013,131,142,13,7
saturn-med-020,42,30,13,11
cruiser-sml-004,109,173,12,3
cruiser-sml-012,39,72,12,3
saturn-med-001,111,133,7,12
saturn-med-007,108,136,7,12
saturn-med-009,161,71,7,12
saturn-med-015,161,91,7,12
saturn-med-019,33,104,11,10
cruiser-sml-000,147,139,3,10
cruiser-sml-001,161,111,6,10
cruiser-sml-003,80,108,10,6
cruiser-sml-005,16,171,10,6
cruiser-sml-007,161,130,6,10
cruiser-sml-008,115,136,3,10
cruiser-sml-009,161,149,6,10
cruiser-sml-011,46,143,10,6
cruiser-sml-013,81,143,10,6
cruiser-sml-015,161,83,6,10
saturn-med-002,161,103,10,10
saturn-med-006,44,104,10,10
saturn-med-010,161,121,10,10
saturn-med-014,161,140,10,10
saturn-med-018,161,159,10,10
cruiser-meleeicons-001,131,169,9,8
cruiser-sml-002,94,105,9,9
cruiser-sml-006,150,168,9,9
cruiser-sml-010,103,105,9,9
cruiser-sml-014,159,168,9,9
saturn-med-016,161,169,9,8
saturn-med-017,161,93,9,9
saturn-sml-023,105,142,9,7
saturn-sml-022,55,170,8,7
saturn-sml-020,79,71,7,5
saturn-sml-021,63,170,7,7
saturn-sml-024,70,170,7,7
saturn-sml-000,93,76,1,6
saturn-sml-001,168,71,3,6
saturn-sml-003,69,190,6,3
saturn-sml-004,131,176,6,1
saturn-sml-005,121,173,6,3
saturn-sml-007,168,91,3,6
saturn-sml-008,149,90,1,6
saturn-sml-009,168,168,3,6
saturn-sml-011,111,145,6,3
saturn-sml-012,53,193,6,1
saturn-sml-013,75,190,6,3
saturn-sml-015,168,77,3,6
cruiser-cap-006,50,52,5,5
cruiser-cap-007,86,71,5,5
cruiser-cap-008,50,57,5,5
saturn-sml-002,50,62,5,5
saturn-sml-006,50,67,5,5
saturn-sml-010,144,142,5,5
saturn-sml-014,26,171,5,5
saturn-sml-016,127,173,5,4
saturn-sml-017,56,143,5,5
saturn-sml-018,91,143,5,5
saturn-sml-019,112,105,5,5
