earthmask-000,0,0,242,75
earthmask-001,0,75,242,75
samatra-big-000,0,150,148,74
slaveshield-big-000,0,224,87,79
shattered-big-000,148,150,77,67
acid-big-000,87,224,75,67
alkali-big-000,162,224,75,67
auric-big-000,242,0,75,67
azure-big-000,242,67,75,67
bluegas-big-000,242,134,75,67
carbide-big-000,242,201,75,67
chlorine-big-000,0,303,75,67
chondrite-big-000,75,303,75,67
cimmerian-big-000,150,303,75,67
copper-big-000,225,303,75,67
crimson-big-000,317,0,75,67
cyangas-big-000,317,67,75,67
cyanic-big-000,317,134,75,67
dust-big-000,317,201,75,67
emerald-big-000,317,268,75,67
fluorescent-big-000,0,370,75,67
green-big-000,75,370,75,67
greengas-big-000,150,370,75,67
greygas-big-000,225,370,75,67
halide-big-000,300,370,75,67
hydrocarbon-big-000,392,0,75,67
infrared-big-000,392,67,75,67
iodine-big-000,392,134,75,67
lanthanide-big-000,392,201,75,67
magma-big-000,392,268,75,67
magnetic-big-000,392,335,75,67
maroon-big-000,0,437,75,67
metal-big-000,75,437,75,67
noble-big-000,150,437,75,67
oolite-big-000,225,437,75,67
opalescent-big-000,300,437,75,67
organic-big-000,375,437,75,67
pellucid-big-000,467,0,75,67
plutonic-big-000,467,67,75,67
primordial-big-000,467,134,75,67
purple-big-000,467,201,75,67
purplegas-big-000,467,268,75,67
quasidegenerate-big-000,467,335,75,67
radioactive-big-000,467,402,75,67
rainbow-big-000,0,504,75,67
redgas-big-000,75,504,75,67
redux-big-000,150,504,75,67
ruby-big-000,225,504,75,67
sapphire-big-000,300,504,75,67
selenic-big-000,375,504,75,67
superdense-big-000,450,504,75,67
telluric-big-000,542,0,75,67
treasure-big-000,542,67,75,67
ultramarine-big-000,542,134,75,67
urea-big-000,542,201,75,67
vinylogous-big-000,542,268,75,67
violetgas-big-000,542,335,75,67
water-big-000,542,402,75,67
xenolithic-big-000,542,469,75,67
yellowgas-big-000,0,571,75,67
yttric-big-000,75,571,75,67
slaveshield-med-000,150,571,43,39
shattered-med-000,242,268,39,34
acid-med-000,317,335,38,34
alkali-med-000,392,402,38,34
auric-med-000,467,469,38,34
azure-med-000,542,536,38,34
bluegas-med-000,193,571,38,34
carbide-med-000,231,571,38,34
chlorine-med-000,269,571,38,34
chondrite-med-000,307,571,38,34
cimmerian-med-000,345,571,38,34
copper-med-000,383,571,38,34
crimson-med-000,421,571,38,34
cyangas-med-000,459,571,38,34
cyanic-med-000,497,571,38,34
dust-med-000,535,571,38,34
emerald-med-000,573,571,38,34
fluorescent-med-000,617,0,38,34
green-med-000,617,34,38,34
greengas-med-000,617,68,38,34
greygas-med-000,617,102,38,34
halide-med-000,617,136,38,34
hydrocarbon-med-000,617,170,38,34
infrared-med-000,617,204,38,34
iodine-med-000,617,238,38,34
lanthanide-med-000,617,272,38,34
magma-med-000,617,306,38,34
magnetic-med-000,617,340,38,34
maroon-med-000,617,374,38,34
metal-med-000,617,408,38,34
noble-med-000,617,442,38,34
oolite-med-000,617,476,38,34
opalescent-med-000,617,510,38,34
organic-med-000,617,544,38,34
pellucid-med-000,617,578,38,34
plutonic-med-000,0,638,38,34
primordial-med-000,38,638,38,34
purple-med-000,76,638,38,34
purplegas-med-000,114,638,38,34
quasidegenerate-med-000,152,638,38,34
radioactive-med-000,190,638,38,34
rainbow-med-000,228,638,38,34
redgas-med-000,266,638,38,34
redux-med-000,304,638,38,34
ruby-med-000,342,638,38,34
sapphire-med-000,380,638,38,34
selenic-med-000,418,638,38,34
superdense-med-000,456,638,38,34
telluric-med-000,494,638,38,34
treasure-med-000,532,638,38,34
ultramarine-med-000,570,638,38,34
urea-med-000,608,638,38,34
vinylogous-med-000,655,0,38,34
violetgas-med-000,655,34,38,34
water-med-000,655,68,38,34
xenolithic-med-000,655,102,38,34
yellowgas-med-000,655,136,38,34
yttric-med-000,655,170,38,34
slaveshield-sml-000,617,612,22,21
acid-sml-000,150,610,19,17
alkali-sml-000,169,610,19,17
auric-sml-000,188,610,19,17
azure-sml-000,207,610,19,17
bluegas-sml-000,226,610,19,17
carbide-sml-000,245,610,19,17
chlorine-sml-000,264,610,19,17
chondrite-sml-000,283,610,19,17
cimmerian-sml-000,302,610,19,17
copper-sml-000,321,610,19,17
crimson-sml-000,340,610,19,17
cyangas-sml-000,359,610,19,17
cyanic-sml-000,378,610,19,17
dust-sml-000,397,610,19,17
emerald-sml-000,416,610,19,17
fluorescent-sml-000,435,610,19,17
green-sml-000,454,610,19,17
greengas-sml-000,473,610,19,17
greygas-sml-000,492,610,19,17
halide-sml-000,511,610,19,17
hydrocarbon-sml-000,530,610,19,17
infrared-sml-000,549,610,19,17
